User_ID,가입일자,가입경로,기기,알림수신동의여부,알림수신동의_변경일자,signup_during_outage
U0007775,2025-02-24,오가닉,iOS,동의,,False
U0007776,2025-02-23,오가닉,Android,미동의,,False
U0007777,2025-02-03,오가닉,iOS,미동의,2025-05-14,False
U0007778,2025-04-18,퍼포먼스광고,iOS,동의,,False
U0007779,2025-04-17,퍼포먼스광고,iOS,미동의,,False
U0007780,2025-02-19,오가닉,Android,동의,,False
U0007781,2025-05-03,퍼포먼스광고,iOS,동의,2025-05-20,False
U0007782,2025-01-17,퍼포먼스광고,iOS,미동의,,False
U0007783,2025-02-08,오가닉,iOS,동의,,False
U0007784,2025-01-11,퍼포먼스광고,iOS,미동의,,False
U0007785,2025-03-19,퍼포먼스광고,iOS,동의,,False
U0007786,2025-05-10,퍼포먼스광고,iOS,동의,,False
U0007787,2025-02-18,오가닉,Android,동의,,False
U0007788,2025-02-08,오가닉,iOS,동의,2025-03-05,False
U0007789,2025-02-15,퍼포먼스광고,iOS,동의,,False
U0007790,2025-02-20,오가닉,iOS,동의,,False
U0007791,2025-05-01,퍼포먼스광고,Android,동의,2025-05-29,False
U0007792,2025-01-13,오가닉,Android,동의,,False
U0007793,2025-05-22,퍼포먼스광고,Android,미동의,,False
U0007794,2025-03-20,오가닉,iOS,미동의,,False
U0007795,2025-04-18,퍼포먼스광고,iOS,동의,,False
U0007796,2025-01-18,퍼포먼스광고,iOS,동의,,False
U0007797,2025-04-18,오가닉,iOS,미동의,,False
U0007798,2025-04-06,오가닉,iOS,동의,,False
U0007799,2025-05-14,오가닉,iOS,미동의,,False
U0007800,2025-03-13,퍼포먼스광고,iOS,동의,,True
U0007801,2025-03-02,오가닉,iOS,미동의,,False
U0007802,2025-01-26,퍼포먼스광고,Android,동의,,False
U0007803,2025-01-20,퍼포먼스광고,iOS,동의,,False
U0007804,2025-02-05,오가닉,Android,Unknown,,False
U0007805,2025-05-22,오가닉,Android,동의,,False
U0007806,2025-03-09,오가닉,Android,동의,2025-04-26,False
U0007807,2025-01-19,퍼포먼스광고,iOS,동의,2025-03-16,False
U0007808,2025-01-02,오가닉,Android,동의,,False
U0007809,2025-04-27,오가닉,Android,동의,,False
U0007810,2025-03-29,퍼포먼스광고,Android,미동의,,False
U0007811,2025-04-19,퍼포먼스광고,iOS,미동의,,False
U0007812,2025-02-19,퍼포먼스광고,iOS,동의,,False
U0007813,2025-02-26,퍼포먼스광고,iOS,미동의,,False
U0007814,2025-01-28,퍼포먼스광고,Android,동의,2025-05-04,False
U0007815,2025-03-23,퍼포먼스광고,Android,동의,,False
U0007816,2025-02-13,퍼포먼스광고,Android,동의,2025-03-16,False
U0007817,2025-01-05,퍼포먼스광고,Android,동의,2025-03-22,False
U0007818,2025-01-04,오가닉,iOS,동의,,False
U0007819,2025-02-25,오가닉,iOS,미동의,,False
U0007820,2025-04-14,오가닉,Android,동의,,False
U0007821,2025-01-02,오가닉,iOS,동의,,False
U0007822,2025-05-13,퍼포먼스광고,iOS,동의,,False
U0007823,2025-02-06,오가닉,iOS,미동의,,False
U0007824,2025-02-16,Unknown,iOS,미동의,,False
U0007825,2025-01-03,퍼포먼스광고,Android,동의,,False
U0007826,2025-03-07,오가닉,iOS,미동의,,False
U0007827,2025-05-14,오가닉,Android,미동의,,False
U0007828,2025-05-16,오가닉,iOS,동의,,False
U0007829,2025-03-29,퍼포먼스광고,iOS,동의,,False
U0007830,2025-03-18,퍼포먼스광고,iOS,동의,2025-05-28,False
U0007831,2025-04-05,퍼포먼스광고,Unknown,동의,,False
U0007832,2025-05-10,오가닉,iOS,동의,,False
U0007833,2025-01-14,퍼포먼스광고,Android,미동의,,False
U0007834,2025-02-05,퍼포먼스광고,Android,동의,2025-05-11,False
U0007835,2025-04-18,퍼포먼스광고,Android,미동의,,False
U0007836,2025-04-16,오가닉,iOS,미동의,,False
U0007837,2025-01-01,오가닉,iOS,동의,,False
U0007838,2025-03-21,퍼포먼스광고,iOS,동의,,False
U0007839,2025-04-04,오가닉,iOS,미동의,,False
U0007840,2025-03-22,오가닉,Android,동의,,False
U0007841,2025-01-20,오가닉,iOS,동의,,False
U0007842,2025-02-10,오가닉,iOS,미동의,,False
U0007843,2025-05-25,퍼포먼스광고,iOS,미동의,,False
U0007844,2025-02-09,퍼포먼스광고,Android,미동의,,False
U0007845,2025-04-12,오가닉,iOS,동의,,False
U0007846,2025-02-14,퍼포먼스광고,iOS,동의,,False
U0007847,2025-03-22,퍼포먼스광고,iOS,동의,,False
U0007848,2025-03-05,퍼포먼스광고,iOS,동의,,False
U0007849,2025-01-16,퍼포먼스광고,iOS,동의,,False
U0007850,2025-02-09,퍼포먼스광고,iOS,동의,,False
U0007851,2025-04-21,오가닉,Android,미동의,,False
U0007852,2025-04-09,퍼포먼스광고,iOS,동의,,False
U0007853,2025-04-17,오가닉,iOS,동의,,False
U0007854,2025-04-13,오가닉,Android,동의,,False
U0007855,2025-01-09,퍼포먼스광고,Android,동의,2025-05-02,False
U0007856,2025-02-01,오가닉,Android,미동의,,False
U0007857,2025-04-12,퍼포먼스광고,Android,미동의,,False
U0007858,2025-02-02,퍼포먼스광고,iOS,미동의,,False
U0007859,2025-04-15,오가닉,iOS,미동의,,False
U0007860,2025-03-02,퍼포먼스광고,iOS,미동의,,False
U0007861,2025-02-16,오가닉,Android,동의,,False
U0007862,2025-02-08,퍼포먼스광고,iOS,미동의,,False
U0007863,2025-01-18,퍼포먼스광고,Android,동의,2025-05-17,False
U0007864,2025-05-10,오가닉,iOS,동의,,False
U0007865,2025-05-22,퍼포먼스광고,Android,동의,,False
U0007866,2025-04-29,퍼포먼스광고,Android,동의,,False
U0007867,2025-03-20,퍼포먼스광고,iOS,동의,,False
U0007868,2025-04-23,오가닉,iOS,미동의,,False
U0007869,2025-05-25,오가닉,iOS,동의,,False
U0007870,2025-02-14,퍼포먼스광고,Android,미동의,,False
U0007871,2025-05-20,오가닉,Android,미동의,,False
U0007872,2025-01-17,오가닉,Android,미동의,,False
U0007873,2025-02-25,퍼포먼스광고,iOS,미동의,,False
U0007874,2025-04-09,오가닉,iOS,미동의,,False
U0007875,2025-01-24,퍼포먼스광고,iOS,동의,,False
U0007876,2025-01-16,퍼포먼스광고,Unknown,동의,,False
U0007877,2025-02-08,오가닉,iOS,미동의,,False
U0007878,2025-03-27,퍼포먼스광고,iOS,동의,,False
U0007879,2025-04-14,퍼포먼스광고,Android,동의,,False
U0007880,2025-02-25,오가닉,iOS,미동의,,False
U0007881,2025-02-25,퍼포먼스광고,iOS,동의,,False
U0007882,2025-04-14,퍼포먼스광고,Android,동의,,False
U0007883,2025-03-11,오가닉,Android,동의,,True
U0007884,2025-01-24,오가닉,Android,동의,2025-03-19,False
U0007885,2025-04-12,퍼포먼스광고,iOS,동의,,False
U0007886,2025-03-12,오가닉,iOS,미동의,,True
U0007887,2025-02-22,오가닉,Android,동의,,False
U0007888,2025-03-04,오가닉,iOS,미동의,,False
U0007889,2025-05-04,퍼포먼스광고,Android,동의,2025-06-23,False
U0007890,2025-02-23,퍼포먼스광고,iOS,미동의,,False
U0007891,2025-03-20,퍼포먼스광고,iOS,미동의,2025-05-22,False
U0007892,2025-01-08,퍼포먼스광고,iOS,미동의,,False
U0007893,2025-05-07,오가닉,iOS,미동의,,False
U0007894,2025-05-19,퍼포먼스광고,iOS,미동의,,False
U0007895,2025-01-05,오가닉,iOS,동의,,False
U0007896,2025-01-21,퍼포먼스광고,Android,미동의,,False
U0007897,2025-04-12,오가닉,iOS,동의,,False
U0007898,2025-03-15,퍼포먼스광고,iOS,미동의,,False
U0007899,2025-04-16,퍼포먼스광고,Android,미동의,,False
U0007900,2025-02-26,오가닉,iOS,미동의,,False
U0007901,2025-04-18,퍼포먼스광고,iOS,동의,,False
U0007902,2025-02-21,퍼포먼스광고,Android,동의,,False
U0007903,2025-01-07,오가닉,Android,미동의,2025-04-17,False
U0007904,2025-02-15,퍼포먼스광고,Android,동의,,False
U0007905,2025-01-15,오가닉,Android,동의,2025-04-16,False
U0007906,2025-05-10,오가닉,iOS,미동의,,False
U0007907,2025-04-23,오가닉,iOS,동의,,False
U0007908,2025-04-28,오가닉,Android,미동의,,False
U0007909,2025-01-02,퍼포먼스광고,iOS,미동의,,False
U0007910,2025-02-24,오가닉,Android,동의,,False
U0007911,2025-04-28,오가닉,Android,동의,,False
U0007912,2025-02-06,퍼포먼스광고,Android,동의,,False
U0007913,2025-04-05,퍼포먼스광고,iOS,미동의,,False
U0007914,2025-01-11,오가닉,iOS,Unknown,,False
U0007915,2025-04-09,퍼포먼스광고,iOS,동의,,False
U0007916,2025-02-27,퍼포먼스광고,iOS,동의,,False
U0007917,2025-02-26,퍼포먼스광고,iOS,미동의,,False
U0007918,2025-05-15,오가닉,iOS,동의,2025-06-23,False
U0007919,2025-03-18,퍼포먼스광고,iOS,동의,,False
U0007920,2025-01-22,퍼포먼스광고,Android,미동의,,False
U0007921,2025-02-12,오가닉,iOS,미동의,,False
U0007922,2025-01-16,퍼포먼스광고,iOS,동의,,False
U0007923,2025-05-21,퍼포먼스광고,Android,미동의,,False
U0007924,2025-01-06,퍼포먼스광고,iOS,동의,2025-04-19,False
U0007925,2025-04-29,오가닉,iOS,동의,,False
U0007926,2025-04-25,오가닉,iOS,미동의,,False
U0007927,2025-05-19,오가닉,Android,동의,,False
U0007928,2025-05-11,퍼포먼스광고,Android,동의,,False
U0007929,2025-04-20,퍼포먼스광고,iOS,동의,,False
U0007930,2025-02-16,오가닉,Android,동의,,False
U0007931,2025-03-20,오가닉,iOS,미동의,,False
U0007932,2025-02-11,퍼포먼스광고,iOS,미동의,,False
U0007933,2025-03-30,퍼포먼스광고,iOS,동의,,False
U0007934,2025-03-15,퍼포먼스광고,iOS,동의,,False
U0007935,2025-02-14,오가닉,Android,동의,,False
U0007936,2025-05-12,오가닉,iOS,미동의,2025-06-09,False
U0007937,2025-03-13,퍼포먼스광고,Android,미동의,,True
U0007938,2025-05-21,퍼포먼스광고,iOS,미동의,,False
U0007939,2025-05-03,퍼포먼스광고,iOS,동의,,False
U0007940,2025-04-25,퍼포먼스광고,Android,미동의,,False
U0007941,2025-04-01,퍼포먼스광고,iOS,동의,,False
U0007942,2025-02-08,오가닉,iOS,미동의,,False
U0007943,2025-05-07,오가닉,iOS,동의,,False
U0007944,2025-05-23,퍼포먼스광고,iOS,동의,,False
U0007945,2025-02-16,퍼포먼스광고,iOS,동의,,False
U0007946,2025-02-18,퍼포먼스광고,Android,Unknown,,False
U0007947,2025-02-22,퍼포먼스광고,Android,동의,2025-05-09,False
U0007948,2025-02-20,퍼포먼스광고,iOS,동의,,False
U0007949,2025-02-12,퍼포먼스광고,iOS,동의,,False
U0007950,2025-02-02,오가닉,Android,동의,2025-03-02,False
U0007951,2025-01-24,오가닉,iOS,동의,2025-04-14,False
U0007952,2025-01-27,퍼포먼스광고,iOS,미동의,,False
U0007953,2025-04-24,오가닉,iOS,미동의,,False
U0007954,2025-02-11,퍼포먼스광고,Android,동의,,False
U0007955,2025-05-24,퍼포먼스광고,iOS,미동의,,False
U0007956,2025-05-02,오가닉,Android,동의,,False
U0007957,2025-01-01,오가닉,iOS,동의,2025-03-29,False
U0007958,2025-05-24,퍼포먼스광고,iOS,미동의,,False
U0007959,2025-02-08,퍼포먼스광고,Android,미동의,,False
U0007960,2025-04-01,퍼포먼스광고,Android,동의,,False
U0007961,2025-02-04,오가닉,Android,동의,,False
U0007962,2025-04-17,퍼포먼스광고,iOS,동의,2025-05-18,False
U0007963,2025-02-14,오가닉,iOS,동의,,False
U0007964,2025-04-17,오가닉,Android,동의,,False
U0007965,2025-04-28,오가닉,iOS,미동의,2025-05-23,False
U0007966,2025-05-06,오가닉,Android,미동의,,False
U0007967,2025-01-25,퍼포먼스광고,Android,미동의,,False
U0007968,2025-02-15,Unknown,Android,미동의,,False
U0007969,2025-01-25,퍼포먼스광고,iOS,미동의,2025-05-25,False
U0007970,2025-03-06,퍼포먼스광고,iOS,미동의,,False
U0007971,2025-04-25,퍼포먼스광고,Android,동의,,False
U0007972,2025-02-27,퍼포먼스광고,Android,동의,,False
U0007973,2025-03-16,퍼포먼스광고,Android,동의,,False
U0007974,2025-04-21,오가닉,iOS,미동의,,False
U0007975,2025-01-22,퍼포먼스광고,Android,미동의,2025-03-29,False
U0007976,2025-03-05,오가닉,iOS,미동의,2025-05-28,False
U0007977,2025-04-27,퍼포먼스광고,Android,미동의,,False
U0007978,2025-02-25,오가닉,iOS,동의,,False
U0007979,2025-01-06,오가닉,iOS,미동의,,False
U0007980,2025-02-27,오가닉,Android,동의,2025-04-18,False
U0007981,2025-04-01,퍼포먼스광고,iOS,미동의,,False
U0007982,2025-01-14,퍼포먼스광고,Android,동의,,False
U0007983,2025-05-02,오가닉,Android,미동의,,False
U0007984,2025-03-25,퍼포먼스광고,Android,동의,,False
U0007985,2025-03-04,퍼포먼스광고,iOS,동의,,False
U0007986,2025-02-06,퍼포먼스광고,Android,동의,,False
U0007987,2025-05-07,퍼포먼스광고,Android,Unknown,,False
U0007988,2025-02-27,오가닉,iOS,동의,,False
U0007989,2025-01-05,퍼포먼스광고,iOS,동의,,False
U0007990,2025-02-05,퍼포먼스광고,iOS,미동의,,False
U0007991,2025-03-26,퍼포먼스광고,Android,동의,,False
U0007992,2025-01-28,퍼포먼스광고,iOS,미동의,,False
U0007993,2025-02-08,오가닉,iOS,미동의,,False
U0007994,2025-01-19,Unknown,iOS,동의,,False
U0007995,2025-01-21,오가닉,Android,동의,,False
U0007996,2025-02-01,오가닉,iOS,동의,,False
U0007997,2025-01-31,오가닉,Android,미동의,2025-04-03,False
U0007998,2025-02-02,퍼포먼스광고,Android,Unknown,,False
U0007999,2025-01-23,퍼포먼스광고,Android,동의,,False
U0008000,2025-03-26,오가닉,Android,동의,,False
U0008001,2025-01-09,퍼포먼스광고,iOS,동의,,False
U0008002,2025-04-17,퍼포먼스광고,iOS,Unknown,,False
U0008003,2025-02-27,오가닉,Android,동의,,False
U0008004,2025-02-08,오가닉,Android,미동의,,False
U0008005,2025-02-04,퍼포먼스광고,iOS,미동의,2025-03-28,False
U0008006,2025-03-24,퍼포먼스광고,iOS,동의,2025-05-14,False
U0008007,2025-02-27,오가닉,iOS,미동의,,False
U0008008,2025-02-01,오가닉,Android,동의,,False
U0008009,2025-05-17,퍼포먼스광고,iOS,미동의,,False
U0008010,2025-03-26,오가닉,Android,동의,,False
U0008011,2025-02-28,퍼포먼스광고,Android,동의,2025-06-06,False
U0008012,2025-04-05,퍼포먼스광고,iOS,동의,,False
U0008013,2025-03-03,퍼포먼스광고,Android,미동의,,False
U0008014,2025-05-03,퍼포먼스광고,iOS,동의,,False
U0008015,2025-04-22,오가닉,Android,동의,,False
U0008016,2025-04-23,퍼포먼스광고,Android,동의,,False
U0008017,2025-02-12,오가닉,iOS,동의,,False
U0008018,2025-03-26,퍼포먼스광고,Android,동의,2025-05-14,False
U0008019,2025-02-09,퍼포먼스광고,iOS,동의,,False
U0008020,2025-02-06,퍼포먼스광고,iOS,미동의,,False
U0008021,2025-02-14,오가닉,Android,동의,,False
U0008022,2025-01-27,오가닉,iOS,동의,,False
U0008023,2025-02-16,오가닉,iOS,동의,,False
U0008024,2025-05-04,오가닉,Android,미동의,,False
U0008025,2025-05-02,오가닉,iOS,동의,,False
U0008026,2025-02-16,퍼포먼스광고,iOS,동의,,False
U0008027,2025-02-16,오가닉,Android,동의,2025-05-23,False
U0008028,2025-02-20,오가닉,Android,동의,2025-04-03,False
U0008029,2025-02-12,오가닉,iOS,동의,2025-06-07,False
U0008030,2025-02-25,퍼포먼스광고,iOS,미동의,2025-04-15,False
U0008031,2025-03-17,퍼포먼스광고,iOS,미동의,,False
U0008032,2025-02-12,오가닉,Android,미동의,,False
U0008033,2025-01-04,퍼포먼스광고,iOS,동의,,False
U0008034,2025-02-26,오가닉,iOS,미동의,,False
U0008035,2025-04-04,퍼포먼스광고,Android,동의,,False
U0008036,2025-05-20,퍼포먼스광고,iOS,동의,,False
U0008037,2025-03-06,퍼포먼스광고,iOS,동의,,False
U0008038,2025-05-15,퍼포먼스광고,iOS,동의,,False
U0008039,2025-02-19,오가닉,iOS,동의,,False
U0008040,2025-05-16,퍼포먼스광고,Android,동의,,False
U0008041,2025-04-09,퍼포먼스광고,Android,미동의,,False
U0008042,2025-02-06,퍼포먼스광고,iOS,미동의,,False
U0008043,2025-05-20,퍼포먼스광고,Android,동의,,False
U0008044,2025-02-13,오가닉,iOS,미동의,2025-04-01,False
U0008045,2025-04-24,퍼포먼스광고,iOS,미동의,,False
U0008046,2025-02-22,퍼포먼스광고,iOS,동의,2025-05-13,False
U0008047,2025-02-14,퍼포먼스광고,Android,동의,,False
U0008048,2025-02-09,오가닉,iOS,동의,,False
U0008049,2025-02-03,퍼포먼스광고,iOS,미동의,,False
U0008050,2025-05-13,오가닉,Android,미동의,,False
U0008051,2025-02-09,퍼포먼스광고,Android,동의,,False
U0008052,2025-02-21,퍼포먼스광고,iOS,동의,,False
U0008053,2025-02-09,오가닉,Android,동의,2025-03-25,False
U0008054,2025-01-26,오가닉,Android,미동의,,False
U0008055,2025-03-27,오가닉,iOS,미동의,,False
U0008056,2025-01-24,퍼포먼스광고,iOS,동의,,False
U0008057,2025-04-21,오가닉,iOS,미동의,,False
U0008058,2025-01-01,오가닉,iOS,동의,,False
U0008059,2025-02-25,오가닉,iOS,미동의,2025-05-28,False
U0008060,2025-04-23,오가닉,iOS,동의,,False
U0008061,2025-02-23,퍼포먼스광고,iOS,동의,,False
U0008062,2025-03-01,퍼포먼스광고,Android,미동의,,False
U0008063,2025-05-06,퍼포먼스광고,iOS,동의,2025-05-25,False
U0008064,2025-02-03,퍼포먼스광고,iOS,동의,,False
U0008065,2025-02-14,퍼포먼스광고,iOS,미동의,,False
U0008066,2025-05-21,오가닉,Android,동의,,False
U0008067,2025-03-28,퍼포먼스광고,iOS,동의,,False
U0008068,2025-03-01,오가닉,Android,미동의,,False
U0008069,2025-02-14,퍼포먼스광고,Android,동의,,False
U0008070,2025-05-17,퍼포먼스광고,Android,동의,2025-06-26,False
U0008071,2025-05-10,퍼포먼스광고,Android,미동의,,False
U0008072,2025-05-05,퍼포먼스광고,iOS,동의,,False
U0008073,2025-03-07,오가닉,Android,미동의,,False
U0008074,2025-02-12,오가닉,Android,동의,,False
U0008075,2025-05-08,퍼포먼스광고,iOS,동의,,False
U0008076,2025-04-23,퍼포먼스광고,iOS,동의,,False
U0008077,2025-04-23,오가닉,iOS,동의,2025-05-26,False
U0008078,2025-04-03,오가닉,iOS,동의,,False
U0008079,2025-03-28,퍼포먼스광고,Android,미동의,,False
U0008080,2025-05-11,퍼포먼스광고,Android,동의,,False
U0008081,2025-01-11,오가닉,Unknown,동의,2025-03-27,False
U0008082,2025-02-26,퍼포먼스광고,Android,동의,,False
U0008083,2025-01-24,퍼포먼스광고,iOS,동의,2025-03-13,False
U0008084,2025-01-22,오가닉,iOS,동의,,False
U0008085,2025-03-06,퍼포먼스광고,Android,미동의,,False
U0008086,2025-03-05,오가닉,Android,미동의,,False
U0008087,2025-05-21,퍼포먼스광고,iOS,미동의,,False
U0008088,2025-01-28,퍼포먼스광고,iOS,미동의,,False
U0008089,2025-02-10,오가닉,Android,동의,2025-03-05,False
U0008090,2025-03-21,퍼포먼스광고,iOS,동의,,False
U0008091,2025-05-10,퍼포먼스광고,Android,동의,,False
U0008092,2025-05-03,오가닉,Android,동의,,False
U0008093,2025-05-08,퍼포먼스광고,Android,미동의,,False
U0008094,2025-01-14,퍼포먼스광고,iOS,동의,,False
U0008095,2025-01-26,오가닉,iOS,동의,,False
U0008096,2025-03-04,퍼포먼스광고,iOS,미동의,,False
U0008097,2025-02-01,퍼포먼스광고,iOS,동의,,False
U0008098,2025-02-25,퍼포먼스광고,Android,미동의,,False
U0008099,2025-02-20,퍼포먼스광고,Android,미동의,,False
U0008100,2025-05-12,오가닉,Android,동의,2025-05-27,False
U0008101,2025-05-19,퍼포먼스광고,iOS,동의,,False
U0008102,2025-04-24,퍼포먼스광고,Android,동의,,False
U0008103,2025-02-01,퍼포먼스광고,Android,Unknown,,False
U0008104,2025-02-03,오가닉,Android,미동의,,False
U0008105,2025-02-18,퍼포먼스광고,Android,동의,,False
U0008106,2025-03-05,오가닉,Android,동의,,False
U0008107,2025-02-10,퍼포먼스광고,Android,동의,,False
U0008108,2025-02-25,오가닉,iOS,동의,,False
U0008109,2025-01-04,오가닉,iOS,동의,,False
U0008110,2025-01-21,오가닉,iOS,동의,,False
U0008111,2025-02-08,퍼포먼스광고,iOS,동의,,False
U0008112,2025-02-01,퍼포먼스광고,Android,동의,,False
U0008113,2025-02-28,퍼포먼스광고,Android,동의,,False
U0008114,2025-03-22,오가닉,Android,동의,2025-04-18,False
U0008115,2025-02-20,퍼포먼스광고,Android,미동의,,False
U0008116,2025-04-18,퍼포먼스광고,Android,미동의,,False
U0008117,2025-01-25,오가닉,iOS,동의,,False
U0008118,2025-04-04,퍼포먼스광고,iOS,동의,2025-04-26,False
U0008119,2025-03-26,퍼포먼스광고,Android,미동의,,False
U0008120,2025-02-10,퍼포먼스광고,iOS,미동의,,False
U0008121,2025-03-25,오가닉,iOS,동의,,False
U0008122,2025-03-31,퍼포먼스광고,iOS,동의,,False
U0008123,2025-02-16,퍼포먼스광고,iOS,미동의,,False
U0008124,2025-04-14,퍼포먼스광고,iOS,동의,2025-06-24,False
U0008125,2025-01-29,오가닉,iOS,동의,2025-05-11,False
U0008126,2025-04-08,퍼포먼스광고,iOS,미동의,,False
U0008127,2025-04-04,오가닉,Android,동의,,False
U0008128,2025-05-01,퍼포먼스광고,iOS,동의,,False
U0008129,2025-04-04,퍼포먼스광고,Android,동의,,False
U0008130,2025-04-16,퍼포먼스광고,Android,동의,,False
U0008131,2025-01-07,퍼포먼스광고,Android,미동의,,False
U0008132,2025-03-09,퍼포먼스광고,Android,미동의,2025-04-19,False
U0008133,2025-01-26,오가닉,iOS,동의,,False
U0008134,2025-03-22,오가닉,Android,동의,,False
U0008135,2025-05-17,퍼포먼스광고,iOS,동의,,False
U0008136,2025-02-21,퍼포먼스광고,Android,미동의,,False
U0008137,2025-04-22,퍼포먼스광고,iOS,동의,2025-06-28,False
U0008138,2025-01-02,퍼포먼스광고,iOS,미동의,,False
U0008139,2025-05-25,오가닉,iOS,동의,,False
U0008140,2025-02-27,퍼포먼스광고,Android,미동의,,False
U0008141,2025-03-24,퍼포먼스광고,iOS,동의,,False
U0008142,2025-04-22,오가닉,Android,미동의,,False
U0008143,2025-02-01,오가닉,Android,동의,2025-04-20,False
U0008144,2025-01-30,오가닉,Android,동의,2025-03-23,False
U0008145,2025-01-22,퍼포먼스광고,iOS,동의,,False
U0008146,2025-02-04,오가닉,Android,동의,,False
U0008147,2025-04-17,퍼포먼스광고,iOS,동의,,False
U0008148,2025-03-17,퍼포먼스광고,Android,동의,,False
U0008149,2025-05-10,퍼포먼스광고,iOS,동의,,False
U0008150,2025-02-03,퍼포먼스광고,iOS,미동의,,False
U0008151,2025-01-27,퍼포먼스광고,iOS,동의,,False
U0008152,2025-04-24,오가닉,Android,동의,,False
U0008153,2025-02-13,오가닉,Android,동의,2025-03-30,False
U0008154,2025-03-02,퍼포먼스광고,iOS,미동의,,False
U0008155,2025-02-06,퍼포먼스광고,iOS,미동의,,False
U0008156,2025-02-07,퍼포먼스광고,iOS,미동의,,False
U0008157,2025-02-21,퍼포먼스광고,iOS,미동의,,False
U0008158,2025-03-04,오가닉,iOS,동의,,False
U0008159,2025-05-15,오가닉,iOS,동의,,False
U0008160,2025-05-20,오가닉,iOS,동의,,False
U0008161,2025-03-19,퍼포먼스광고,Android,동의,,False
U0008162,2025-04-09,퍼포먼스광고,Android,동의,,False
U0008163,2025-05-20,퍼포먼스광고,Android,동의,,False
U0008164,2025-02-21,퍼포먼스광고,Android,미동의,,False
U0008165,2025-02-19,퍼포먼스광고,Android,동의,,False
U0008166,2025-02-05,퍼포먼스광고,Android,동의,,False
U0008167,2025-05-17,퍼포먼스광고,iOS,미동의,,False
U0008168,2025-04-08,퍼포먼스광고,Android,미동의,,False
U0008169,2025-01-03,오가닉,Android,동의,2025-03-13,False
U0008170,2025-04-07,퍼포먼스광고,iOS,미동의,,False
U0008171,2025-01-12,퍼포먼스광고,iOS,동의,,False
U0008172,2025-03-19,퍼포먼스광고,Android,동의,,False
U0008173,2025-02-21,오가닉,iOS,미동의,,False
U0008174,2025-01-19,오가닉,Android,동의,,False
U0008175,2025-04-28,오가닉,iOS,미동의,,False
U0008176,2025-01-24,오가닉,iOS,미동의,,False
U0008177,2025-04-11,퍼포먼스광고,iOS,동의,,False
U0008178,2025-03-02,퍼포먼스광고,Android,미동의,,False
U0008179,2025-02-13,퍼포먼스광고,iOS,동의,,False
U0008180,2025-01-15,퍼포먼스광고,iOS,동의,,False
U0008181,2025-04-11,퍼포먼스광고,iOS,미동의,,False
U0008182,2025-02-19,퍼포먼스광고,Android,동의,2025-04-07,False
U0008183,2025-05-15,퍼포먼스광고,Android,미동의,,False
U0008184,2025-01-16,퍼포먼스광고,Unknown,동의,2025-04-09,False
U0008185,2025-02-04,오가닉,iOS,동의,,False
U0008186,2025-04-09,퍼포먼스광고,Android,동의,,False
U0008187,2025-04-24,오가닉,Android,미동의,,False
U0008188,2025-03-19,퍼포먼스광고,iOS,동의,,False
U0008189,2025-05-11,퍼포먼스광고,iOS,동의,,False
U0008190,2025-01-05,퍼포먼스광고,Android,동의,,False
U0008191,2025-03-08,퍼포먼스광고,Android,미동의,,False
U0008192,2025-04-14,Unknown,iOS,동의,2025-05-06,False
U0008193,2025-05-08,오가닉,Android,동의,,False
U0008194,2025-02-09,오가닉,Android,동의,,False
U0008195,2025-02-12,퍼포먼스광고,iOS,동의,,False
U0008196,2025-02-09,오가닉,iOS,동의,,False
U0008197,2025-04-16,퍼포먼스광고,Android,미동의,,False
U0008198,2025-03-04,퍼포먼스광고,iOS,동의,,False
U0008199,2025-04-21,오가닉,Unknown,미동의,,False
U0008200,2025-02-02,오가닉,iOS,동의,2025-03-26,False
U0008201,2025-02-28,퍼포먼스광고,iOS,동의,2025-04-18,False
U0008202,2025-02-07,퍼포먼스광고,iOS,미동의,,False
U0008203,2025-05-14,오가닉,iOS,동의,,False
U0008204,2025-05-14,오가닉,iOS,동의,,False
U0008205,2025-01-13,퍼포먼스광고,iOS,동의,2025-02-02,False
U0008206,2025-04-06,퍼포먼스광고,iOS,동의,,False
U0008207,2025-01-15,퍼포먼스광고,Android,동의,,False
U0008208,2025-02-19,오가닉,Android,동의,,False
U0008209,2025-05-10,퍼포먼스광고,iOS,동의,,False
U0008210,2025-02-26,퍼포먼스광고,iOS,동의,,False
U0008211,2025-02-24,퍼포먼스광고,iOS,미동의,,False
U0008212,2025-02-14,오가닉,iOS,동의,,False
U0008213,2025-02-01,퍼포먼스광고,iOS,미동의,,False
U0008214,2025-03-23,퍼포먼스광고,Android,동의,,False
U0008215,2025-03-07,Unknown,iOS,미동의,,False
U0008216,2025-02-09,오가닉,Android,동의,,False
U0008217,2025-02-26,퍼포먼스광고,iOS,동의,,False
U0008218,2025-03-06,퍼포먼스광고,Android,미동의,2025-04-13,False
U0008219,2025-02-11,퍼포먼스광고,Android,동의,,False
U0008220,2025-02-05,오가닉,Android,동의,,False
U0008221,2025-01-11,오가닉,Android,동의,,False
U0008222,2025-01-26,퍼포먼스광고,iOS,미동의,,False
U0008223,2025-04-29,Unknown,iOS,동의,2025-06-29,False
U0008224,2025-02-13,오가닉,iOS,동의,2025-03-20,False
U0008225,2025-01-08,오가닉,Android,동의,,False
U0008226,2025-05-24,퍼포먼스광고,iOS,동의,,False
